Italy , Death rates (period 1x10), 	Last modified: 11 Apr 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1920-1929       43             0.006834        0.007764        0.007278
1920-1929       44             0.007033        0.008243        0.007614
1920-1929       45             0.007309        0.008731        0.007995
1920-1929       46             0.007352        0.009001        0.008151
1920-1929       47             0.007631        0.009506        0.008543
1920-1929       48             0.008090        0.010163        0.009100
1920-1929       49             0.008462        0.010610        0.009512
1920-1929       50             0.009747        0.011891        0.010799
1920-1929       51             0.009754        0.012146        0.010928
1920-1929       52             0.010588        0.013192        0.011866
1920-1929       53             0.011084        0.013790        0.012413
1920-1929       54             0.011814        0.014756        0.013261
1920-1929       55             0.012266        0.015567        0.013891
1920-1929       56             0.013437        0.016866        0.015125
1920-1929       57             0.014099        0.017795        0.015917
1920-1929       58             0.015677        0.019481        0.017546
1920-1929       59             0.016889        0.020866        0.018843
1920-1929       60             0.020703        0.024062        0.022355
1920-1929       61             0.021150        0.025051        0.023065
1920-1929       62             0.024110        0.028098        0.026066
1920-1929       63             0.026244        0.030246        0.028206
1920-1929       64             0.028673        0.032696        0.030645
1920-1929       65             0.031750        0.035701        0.033688
1920-1929       66             0.033748        0.038307        0.035983
1920-1929       67             0.037131        0.042050        0.039537
1920-1929       68             0.042394        0.047114        0.044701
1920-1929       69             0.046565        0.051022        0.048743
1920-1929       70             0.058514        0.061182        0.059819
1920-1929       71             0.060125        0.064014        0.062025
1920-1929       72             0.070098        0.073710        0.071861
1920-1929       73             0.076740        0.079889        0.078277
1920-1929       74             0.085482        0.089600        0.087492
1920-1929       75             0.096712        0.100932        0.098775
1920-1929       76             0.105455        0.111214        0.108268
1920-1929       77             0.112757        0.120058        0.116309
1920-1929       78             0.127260        0.134430        0.130734
1920-1929       79             0.136821        0.144715        0.140635
1920-1929       80             0.158364        0.167355        0.162591
1920-1929       81             0.158094        0.174932        0.165972
1920-1929       82             0.182568        0.200679        0.190989
1920-1929       83             0.198489        0.218701        0.207810
1920-1929       84             0.220998        0.245068        0.231990
1920-1929       85             0.241849        0.261894        0.250918
1920-1929       86             0.262736        0.290751        0.275308
1920-1929       87             0.275417        0.310348        0.290920
1920-1929       88             0.296850        0.334074        0.313104
1920-1929       89             0.318807        0.353782        0.333817
1920-1929       90             0.355883        0.380546        0.366330
1920-1929       91             0.343469        0.391504        0.363429
1920-1929       92             0.384348        0.433314        0.404127
1920-1929       93             0.393548        0.451024        0.416130
1920-1929       94             0.425813        0.465577        0.440983
1920-1929       95             0.461348        0.485339        0.470317
1920-1929       96             0.529175        0.564781        0.542340
1920-1929       97             0.510638        0.584157        0.536863
1920-1929       98             0.553499        0.647713        0.585392
1920-1929       99             0.559864        0.555190        0.558331
1920-1929      100             0.587311        0.638585        0.604134
1920-1929      101             0.587156        0.693041        0.620260
1920-1929      102             0.626062        0.722999        0.654479
1920-1929      103             0.651061        0.831951        0.699404
1920-1929      104             0.763693        1.053803        0.829656
1920-1929      105             1.221357        1.408284        1.256937
1920-1929      106             1.792521        6.000000        2.033846
1920-1929      107             6.000000              .        6.000000
1920-1929      108                   .              .              .
1920-1929      109                   .              .              .
1920-1929      110+                  .              .              .
1930-1939        0             0.103577        0.119012        0.111453
1930-1939        1             0.036316        0.036694        0.036508
1930-1939        2             0.012025        0.012296        0.012163
1930-1939        3             0.006258        0.006544        0.006403
1930-1939        4             0.004255        0.004465        0.004362
1930-1939        5             0.003319        0.003358        0.003339
1930-1939        6             0.002684        0.002743        0.002714
1930-1939        7             0.002233        0.002323        0.002279
1930-1939        8             0.001903        0.002077        0.001991
1930-1939        9             0.001740        0.001881        0.001811
1930-1939       10             0.001657        0.001814        0.001737
1930-1939       11             0.001610        0.001739        0.001675
1930-1939       12             0.001652        0.001731        0.001692
1930-1939       13             0.001752        0.001749        0.001750
1930-1939       14             0.001983        0.001944        0.001963
1930-1939       15             0.002355        0.002308        0.002332
1930-1939       16             0.002602        0.002619        0.002611
1930-1939       17             0.002882        0.002941        0.002912
1930-1939       18             0.003195        0.003392        0.003294
1930-1939       19             0.003482        0.003738        0.003610
1930-1939       20             0.003701        0.004087        0.003893
1930-1939       21             0.003795        0.004143        0.003966
1930-1939       22             0.003817        0.004009        0.003911
1930-1939       23             0.003825        0.004004        0.003911
1930-1939       24             0.003870        0.003973        0.003920
1930-1939       25             0.003995        0.004046        0.004019
1930-1939       26             0.004003        0.004111        0.004055
1930-1939       27             0.004019        0.004077        0.004047
1930-1939       28             0.003951        0.004083        0.004015
1930-1939       29             0.004039        0.004081        0.004059
1930-1939       30             0.004087        0.004318        0.004199
1930-1939       31             0.003998        0.004404        0.004194
1930-1939       32             0.004085        0.004473        0.004272
1930-1939       33             0.004248        0.004681        0.004455
1930-1939       34             0.004332        0.004872        0.004588
1930-1939       35             0.004484        0.005111        0.004780
1930-1939       36             0.004528        0.005279        0.004879
1930-1939       37             0.004675        0.005468        0.005043
1930-1939       38             0.004726        0.005695        0.005174
1930-1939       39             0.004853        0.005948        0.005356
1930-1939       40             0.005084        0.006273        0.005628
1930-1939       41             0.005153        0.006410        0.005725
1930-1939       42             0.005486        0.006807        0.006087
1930-1939       43             0.005471        0.007096        0.006210
1930-1939       44             0.005681        0.007512        0.006516
1930-1939       45             0.006019        0.007937        0.006897
1930-1939       46             0.006257        0.008374        0.007229
1930-1939       47             0.006537        0.008796        0.007576
1930-1939       48             0.006955        0.009257        0.008017
1930-1939       49             0.007219        0.009679        0.008357
1930-1939       50             0.007988        0.010442        0.009128
1930-1939       51             0.008268        0.011022        0.009555
1930-1939       52             0.009082        0.011713        0.010318
1930-1939       53             0.009565        0.012650        0.011023
1930-1939       54             0.010363        0.013746        0.011970
1930-1939       55             0.011100        0.014281        0.012617
1930-1939       56             0.012123        0.015504        0.013742
1930-1939       57             0.013113        0.017123        0.015039
1930-1939       58             0.014307        0.018434        0.016294
1930-1939       59             0.015685        0.019957        0.017744
1930-1939       60             0.017816        0.021896        0.019784
1930-1939       61             0.018725        0.023309        0.020935
1930-1939       62             0.020731        0.025690        0.023121
1930-1939       63             0.022981        0.028055        0.025425
1930-1939       64             0.025692        0.030425        0.027970
1930-1939       65             0.028372        0.033921        0.031042
1930-1939       66             0.030993        0.036639        0.033710
1930-1939       67             0.034692        0.040409        0.037442
1930-1939       68             0.038877        0.044883        0.041764
1930-1939       69             0.043008        0.049034        0.045900
1930-1939       70             0.048475        0.054655        0.051436
1930-1939       71             0.052353        0.059188        0.055623
1930-1939       72             0.059206        0.066356        0.062622
1930-1939       73             0.065887        0.073866        0.069692
1930-1939       74             0.074485        0.082311        0.078208
1930-1939       75             0.081726        0.090255        0.085768
1930-1939       76             0.090804        0.100339        0.095304
1930-1939       77             0.100471        0.111540        0.105677
1930-1939       78             0.112876        0.123537        0.117872
1930-1939       79             0.124151        0.135968        0.129668
1930-1939       80             0.133984        0.148572        0.140700
1930-1939       81             0.143641        0.162133        0.152086
1930-1939       82             0.160525        0.180329        0.169472
1930-1939       83             0.177084        0.200579        0.187592
1930-1939       84             0.197605        0.221038        0.207971
1930-1939       85             0.203235        0.233003        0.216246
1930-1939       86             0.223063        0.252105        0.235579
1930-1939       87             0.246817        0.279905        0.260848
1930-1939       88             0.277726        0.317235        0.294188
1930-1939       89             0.320768        0.362149        0.337674
1930-1939       90             0.292554        0.335791        0.309850
1930-1939       91             0.318426        0.363300        0.336000
1930-1939       92             0.348583        0.398673        0.367779
1930-1939       93             0.381420        0.433970        0.400928
1930-1939       94             0.424173        0.479779        0.444144
1930-1939       95             0.410293        0.468131        0.430462
1930-1939       96             0.469150        0.475112        0.471179
1930-1939       97             0.480463        0.533459        0.498203
1930-1939       98             0.545368        0.542356        0.544384
1930-1939       99             0.564127        0.652092        0.591821
1930-1939      100             0.529694        0.611641        0.554027
1930-1939      101             0.596087        0.656247        0.612394
1930-1939      102             0.597439        0.748203        0.641609
1930-1939      103             0.547412        0.822776        0.614513
1930-1939      104             0.466651        0.825871        0.533531
1930-1939      105             0.730912        2.571429        0.898362
1930-1939      106             0.387788              .        0.387788
1930-1939      107             0.861660              .        0.861660
1930-1939      108             0.000000              .        0.000000
1930-1939      109             6.000000              .        6.000000
1930-1939      110+                  .              .              .
1940-1949        0             0.095302        0.109170        0.102401
1940-1949        1             0.025352        0.024875        0.025108
1940-1949        2             0.008175        0.008372        0.008276
1940-1949        3             0.004542        0.004711        0.004628
1940-1949        4             0.003194        0.003438        0.003319
1940-1949        5             0.002431        0.002716        0.002576
1940-1949        6             0.002064        0.002350        0.002209
1940-1949        7             0.001775        0.002102        0.001941
1940-1949        8             0.001581        0.001947        0.001767
1940-1949        9             0.001489        0.001921        0.001708
1940-1949       10             0.001456        0.001883        0.001672
1940-1949       11             0.001462        0.001876        0.001672
1940-1949       12             0.001524        0.001875        0.001701
1940-1949       13             0.001648        0.001916        0.001784
1940-1949       14             0.001883        0.002118        0.002001
1940-1949       15             0.002106        0.002437        0.002273
1940-1949       16             0.002412        0.002823        0.002619
1940-1949       17             0.002542        0.003278        0.002913
1940-1949       18             0.002724        0.007119        0.004935
1940-1949       19             0.002864        0.009405        0.006144
1940-1949       20             0.003066        0.011045        0.007050
1940-1949       21             0.003155        0.011935        0.007514
1940-1949       22             0.003185        0.012239        0.007653
1940-1949       23             0.003224        0.011700        0.007384
1940-1949       24             0.003187        0.010434        0.006728
1940-1949       25             0.003195        0.009085        0.006060
1940-1949       26             0.003177        0.008224        0.005621
1940-1949       27             0.003180        0.007912        0.005463
1940-1949       28             0.003275        0.007948        0.005519
1940-1949       29             0.003358        0.007852        0.005507
1940-1949       30             0.003478        0.007819        0.005550
1940-1949       31             0.003413        0.007033        0.005142
1940-1949       32             0.003467        0.006698        0.005011
1940-1949       33             0.003502        0.006333        0.004855
1940-1949       34             0.003529        0.006221        0.004816
1940-1949       35             0.003579        0.006264        0.004865
1940-1949       36             0.003765        0.006261        0.004964
1940-1949       37             0.003753        0.006346        0.005001
1940-1949       38             0.003920        0.006359        0.005098
1940-1949       39             0.004082        0.006498        0.005250
1940-1949       40             0.004234        0.006947        0.005543
1940-1949       41             0.004263        0.007035        0.005596
1940-1949       42             0.004555        0.007395        0.005914
1940-1949       43             0.004641        0.007683        0.006087
1940-1949       44             0.004856        0.008159        0.006414
1940-1949       45             0.005188        0.008640        0.006802
1940-1949       46             0.005484        0.009064        0.007146
1940-1949       47             0.005766        0.009374        0.007430
1940-1949       48             0.006114        0.009947        0.007870
1940-1949       49             0.006441        0.010368        0.008229
1940-1949       50             0.007010        0.011262        0.008935
1940-1949       51             0.007397        0.011586        0.009285
1940-1949       52             0.007989        0.012246        0.009904
1940-1949       53             0.008519        0.012965        0.010518
1940-1949       54             0.009219        0.013798        0.011282
1940-1949       55             0.009905        0.014828        0.012129
1940-1949       56             0.010760        0.015770        0.013028
1940-1949       57             0.011556        0.016538        0.013815
1940-1949       58             0.012600        0.017744        0.014938
1940-1949       59             0.013718        0.019104        0.016172
1940-1949       60             0.015409        0.020964        0.017949
1940-1949       61             0.016535        0.022353        0.019208
1940-1949       62             0.018831        0.024500        0.021448
1940-1949       63             0.020470        0.026880        0.023442
1940-1949       64             0.023106        0.028962        0.025832
1940-1949       65             0.025857        0.031895        0.028676
1940-1949       66             0.028357        0.035022        0.031476
1940-1949       67             0.031784        0.038308        0.034841
1940-1949       68             0.035516        0.042574        0.038826
1940-1949       69             0.039759        0.046627        0.042980
1940-1949       70             0.045274        0.052607        0.048710
1940-1949       71             0.049846        0.058142        0.053726
1940-1949       72             0.056220        0.064785        0.060218
1940-1949       73             0.062839        0.071673        0.066951
1940-1949       74             0.070599        0.079597        0.074776
1940-1949       75             0.079790        0.089957        0.084502
1940-1949       76             0.088931        0.099720        0.093922
1940-1949       77             0.097950        0.111856        0.104359
1940-1949       78             0.111092        0.124068        0.117042
1940-1949       79             0.123737        0.138736        0.130572
1940-1949       80             0.135783        0.151541        0.142890
1940-1949       81             0.147118        0.163298        0.154369
1940-1949       82             0.164372        0.183187        0.172739
1940-1949       83             0.181413        0.201968        0.190458
1940-1949       84             0.199424        0.223618        0.209947
1940-1949       85             0.218908        0.242486        0.229011
1940-1949       86             0.239492        0.266383        0.250837
1940-1949       87             0.254656        0.286145        0.267728
1940-1949       88             0.281661        0.312141        0.294106
1940-1949       89             0.310001        0.346755        0.324693
1940-1949       90             0.329332        0.364766        0.343200
1940-1949       91             0.346754        0.398048        0.366258
1940-1949       92             0.373620        0.431836        0.394918
1940-1949       93             0.410851        0.462568        0.429167
1940-1949       94             0.423644        0.496382        0.448537
1940-1949       95             0.456544        0.515117        0.475629
1940-1949       96             0.502182        0.544009        0.515213
1940-1949       97             0.495199        0.553390        0.512779
1940-1949       98             0.552343        0.679672        0.590196
1940-1949       99             0.630797        0.828888        0.684351
1940-1949      100             0.599177        0.747158        0.634963
1940-1949      101             0.647310        0.801797        0.681461
1940-1949      102             0.726198        1.023995        0.778580
1940-1949      103             0.800623        1.452998        0.884554
1940-1949      104             1.223209        0.330709        1.158893
1940-1949      105             1.003250        6.000000        1.177414
1940-1949      106             0.475138              .        0.475138
1940-1949      107             0.800000              .        0.800000
1940-1949      108             1.200000              .        1.200000
1940-1949      109                   .              .              .
1940-1949      110+                  .              .              .
1950-1959        0             0.052370        0.061469        0.057029
1950-1959        1             0.007385        0.007357        0.007371
1950-1959        2             0.002619        0.002867        0.002746
1950-1959        3             0.001630        0.001797        0.001715
1950-1959        4             0.001217        0.001349        0.001285
1950-1959        5             0.000939        0.001085        0.001014
1950-1959        6             0.000782        0.000941        0.000864
1950-1959        7             0.000691        0.000845        0.000770
1950-1959        8             0.000584        0.000763        0.000676
1950-1959        9             0.000533        0.000703        0.000620
1950-1959       10             0.000509        0.000698        0.000605
1950-1959       11             0.000503        0.000680        0.000593
1950-1959       12             0.000518        0.000722        0.000621
1950-1959       13             0.000544        0.000768        0.000657
1950-1959       14             0.000588        0.000846        0.000718
1950-1959       15             0.000619        0.000974        0.000798
1950-1959       16             0.000669        0.001109        0.000890
1950-1959       17             0.000706        0.001227        0.000967
1950-1959       18             0.000754        0.001332        0.001043
1950-1959       19             0.000798        0.001428        0.001112
1950-1959       20             0.000858        0.001507        0.001181
1950-1959       21             0.000916        0.001516        0.001214
1950-1959       22             0.000960        0.001544        0.001250
1950-1959       23             0.001022        0.001607        0.001312
1950-1959       24             0.001034        0.001660        0.001343
1950-1959       25             0.001115        0.001640        0.001373
1950-1959       26             0.001140        0.001702        0.001416
1950-1959       27             0.001185        0.001732        0.001452
1950-1959       28             0.001236        0.001796        0.001508
1950-1959       29             0.001258        0.001783        0.001513
1950-1959       30             0.001324        0.001906        0.001606
1950-1959       31             0.001371        0.001930        0.001640
1950-1959       32             0.001408        0.001978        0.001682
1950-1959       33             0.001453        0.002032        0.001731
1950-1959       34             0.001564        0.002203        0.001870
1950-1959       35             0.001676        0.002261        0.001956
1950-1959       36             0.001807        0.002388        0.002084
1950-1959       37             0.001906        0.002541        0.002209
1950-1959       38             0.002004        0.002725        0.002349
1950-1959       39             0.002127        0.002920        0.002508
1950-1959       40             0.002333        0.003159        0.002731
1950-1959       41             0.002377        0.003441        0.002891
1950-1959       42             0.002569        0.003778        0.003154
1950-1959       43             0.002725        0.004069        0.003377
1950-1959       44             0.002913        0.004442        0.003655
1950-1959       45             0.003176        0.004941        0.004034
1950-1959       46             0.003375        0.005492        0.004404
1950-1959       47             0.003674        0.005973        0.004792
1950-1959       48             0.004044        0.006594        0.005282
1950-1959       49             0.004396        0.007291        0.005799
1950-1959       50             0.004773        0.008107        0.006384
1950-1959       51             0.005225        0.008932        0.007007
1950-1959       52             0.005686        0.009709        0.007608
1950-1959       53             0.006054        0.010673        0.008242
1950-1959       54             0.006621        0.011760        0.009033
1950-1959       55             0.007162        0.012723        0.009746
1950-1959       56             0.007919        0.013867        0.010658
1950-1959       57             0.008652        0.015064        0.011580
1950-1959       58             0.009446        0.016461        0.012624
1950-1959       59             0.010419        0.017806        0.013737
1950-1959       60             0.011622        0.019332        0.015059
1950-1959       61             0.012661        0.020830        0.016279
1950-1959       62             0.014404        0.022604        0.018021
1950-1959       63             0.015885        0.024654        0.019744
1950-1959       64             0.017758        0.026365        0.021545
1950-1959       65             0.020051        0.028865        0.023932
1950-1959       66             0.022148        0.031306        0.026184
1950-1959       67             0.024829        0.034112        0.028923
1950-1959       68             0.027801        0.037496        0.032082
1950-1959       69             0.031231        0.040741        0.035438
1950-1959       70             0.035465        0.045063        0.039722
1950-1959       71             0.039349        0.049818        0.044009
1950-1959       72             0.044445        0.054825        0.049082
1950-1959       73             0.050285        0.061210        0.055180
1950-1959       74             0.056516        0.067814        0.061590
1950-1959       75             0.063497        0.074967        0.068653
1950-1959       76             0.071058        0.084669        0.077172
1950-1959       77             0.078880        0.092426        0.084957
1950-1959       78             0.088896        0.102834        0.095137
1950-1959       79             0.098807        0.115232        0.106134
1950-1959       80             0.110269        0.126816        0.117615
1950-1959       81             0.121609        0.139938        0.129694
1950-1959       82             0.134736        0.154744        0.143490
1950-1959       83             0.148156        0.170966        0.158050
1950-1959       84             0.163765        0.188603        0.174428
1950-1959       85             0.180468        0.208330        0.192300
1950-1959       86             0.197623        0.227460        0.210133
1950-1959       87             0.215133        0.246549        0.228108
1950-1959       88             0.232338        0.267489        0.246616
1950-1959       89             0.254303        0.293360        0.269869
1950-1959       90             0.275225        0.312197        0.289651
1950-1959       91             0.296519        0.339903        0.313078
1950-1959       92             0.320172        0.368593        0.338136
1950-1959       93             0.332313        0.393437        0.354134
1950-1959       94             0.363138        0.417622        0.381852
1950-1959       95             0.386271        0.445540        0.405883
1950-1959       96             0.415827        0.484392        0.437409
1950-1959       97             0.452321        0.529446        0.475385
1950-1959       98             0.468394        0.524921        0.484458
1950-1959       99             0.566275        0.687058        0.599007
1950-1959      100             0.587757        0.632030        0.598705
1950-1959      101             0.548871        0.564512        0.552699
1950-1959      102             0.450273        0.498195        0.461492
1950-1959      103             0.580615        0.768311        0.615878
1950-1959      104             0.512645        0.741962        0.552017
1950-1959      105             0.640815        0.666667        0.644145
1950-1959      106             0.261172        0.000000        0.222442
1950-1959      107             0.501114        1.500000        0.601202
1950-1959      108             0.923077              .        0.923077
1950-1959      109                   .              .              .
1950-1959      110+                  .              .              .
1960-1969        0             0.034207        0.041971        0.038184
1960-1969        1             0.002771        0.002933        0.002854
1960-1969        2             0.001269        0.001427        0.001350
1960-1969        3             0.000865        0.001005        0.000936
1960-1969        4             0.000683        0.000824        0.000755
1960-1969        5             0.000556        0.000693        0.000626
1960-1969        6             0.000483        0.000633        0.000560
1960-1969        7             0.000407        0.000575        0.000493
1960-1969        8             0.000371        0.000522        0.000448
1960-1969        9             0.000343        0.000509        0.000428
1960-1969       10             0.000331        0.000491        0.000413
1960-1969       11             0.000339        0.000490        0.000416
1960-1969       12             0.000347        0.000530        0.000440
1960-1969       13             0.000359        0.000562        0.000463
1960-1969       14             0.000396        0.000686        0.000544
1960-1969       15             0.000406        0.000855        0.000634
1960-1969       16             0.000418        0.001051        0.000740
1960-1969       17             0.000483        0.001122        0.000807
1960-1969       18             0.000480        0.001322        0.000905
1960-1969       19             0.000514        0.001388        0.000952
1960-1969       20             0.000560        0.001257        0.000908
1960-1969       21             0.000575        0.001301        0.000936
1960-1969       22             0.000593        0.001324        0.000956
1960-1969       23             0.000653        0.001425        0.001034
1960-1969       24             0.000634        0.001457        0.001039
1960-1969       25             0.000678        0.001422        0.001043
1960-1969       26             0.000728        0.001384        0.001049
1960-1969       27             0.000714        0.001391        0.001045
1960-1969       28             0.000778        0.001433        0.001097
1960-1969       29             0.000831        0.001464        0.001140
1960-1969       30             0.000849        0.001553        0.001192
1960-1969       31             0.000946        0.001590        0.001259
1960-1969       32             0.000956        0.001694        0.001315
1960-1969       33             0.001056        0.001828        0.001432
1960-1969       34             0.001146        0.001853        0.001490
1960-1969       35             0.001211        0.002031        0.001610
1960-1969       36             0.001280        0.002160        0.001708
1960-1969       37             0.001397        0.002342        0.001856
1960-1969       38             0.001524        0.002538        0.002015
1960-1969       39             0.001605        0.002764        0.002165
1960-1969       40             0.001786        0.003066        0.002403
1960-1969       41             0.001898        0.003235        0.002541
1960-1969       42             0.002072        0.003496        0.002756
1960-1969       43             0.002227        0.003837        0.002998
1960-1969       44             0.002392        0.004195        0.003253
1960-1969       45             0.002634        0.004622        0.003582
1960-1969       46             0.002918        0.004971        0.003896
1960-1969       47             0.003155        0.005451        0.004250
1960-1969       48             0.003457        0.006098        0.004720
1960-1969       49             0.003757        0.006700        0.005168
1960-1969       50             0.004171        0.007430        0.005737
1960-1969       51             0.004493        0.008087        0.006223
1960-1969       52             0.004817        0.008911        0.006789
1960-1969       53             0.005258        0.009936        0.007512
1960-1969       54             0.005627        0.011029        0.008229
1960-1969       55             0.006161        0.012190        0.009062
1960-1969       56             0.006751        0.013394        0.009941
1960-1969       57             0.007392        0.014887        0.010982
1960-1969       58             0.008163        0.016235        0.012014
1960-1969       59             0.008921        0.018111        0.013282
1960-1969       60             0.009891        0.019895        0.014608
1960-1969       61             0.010828        0.021877        0.015997
1960-1969       62             0.012145        0.023955        0.017618
1960-1969       63             0.013272        0.026075        0.019138
1960-1969       64             0.014806        0.028325        0.020920
1960-1969       65             0.016619        0.031276        0.023160
1960-1969       66             0.018422        0.033783        0.025190
1960-1969       67             0.020908        0.036754        0.027807
1960-1969       68             0.023249        0.039761        0.030352
1960-1969       69             0.026613        0.043747        0.033891
1960-1969       70             0.030163        0.048217        0.037744
1960-1969       71             0.033590        0.051476        0.041037
1960-1969       72             0.038061        0.056794        0.045810
1960-1969       73             0.042658        0.061398        0.050378
1960-1969       74             0.047781        0.066794        0.055598
1960-1969       75             0.054086        0.072801        0.061776
1960-1969       76             0.060469        0.079005        0.068079
1960-1969       77             0.067570        0.086841        0.075469
1960-1969       78             0.075648        0.095833        0.083908
1960-1969       79             0.084359        0.105270        0.092903
1960-1969       80             0.096039        0.119327        0.105477
1960-1969       81             0.106199        0.130028        0.115850
1960-1969       82             0.119016        0.142513        0.128530
1960-1969       83             0.131073        0.158048        0.141978
1960-1969       84             0.146352        0.172048        0.156702
1960-1969       85             0.162027        0.188398        0.172598
1960-1969       86             0.178477        0.207675        0.190099
1960-1969       87             0.195529        0.226957        0.207929
1960-1969       88             0.214085        0.247127        0.226964
1960-1969       89             0.236120        0.271955        0.249868
1960-1969       90             0.257056        0.296485        0.271906
1960-1969       91             0.278545        0.315614        0.292230
1960-1969       92             0.299650        0.348341        0.317174
1960-1969       93             0.331351        0.364220        0.342913
1960-1969       94             0.353116        0.396219        0.367877
1960-1969       95             0.380762        0.421194        0.394272
1960-1969       96             0.402914        0.473473        0.425861
1960-1969       97             0.420579        0.483659        0.440140
1960-1969       98             0.444797        0.545263        0.474224
1960-1969       99             0.503666        0.562791        0.519894
1960-1969      100             0.482108        0.570891        0.504808
1960-1969      101             0.557679        0.580508        0.563395
1960-1969      102             0.520842        0.532637        0.523763
1960-1969      103             0.550413        0.595420        0.561447
1960-1969      104             0.581222        0.896552        0.646154
1960-1969      105             0.566667        0.483871        0.554502
1960-1969      106             0.570000        0.727273        0.592275
1960-1969      107             1.111111        0.375000        0.989691
1960-1969      108             0.529412        0.000000        0.346154
1960-1969      109             1.125000        1.000000        1.071429
1960-1969      110+            0.352941        1.200000        0.545455
1970-1979        0             0.020424        0.025670        0.023119
1970-1979        1             0.001111        0.001198        0.001156
1970-1979        2             0.000623        0.000737        0.000682
1970-1979        3             0.000472        0.000576        0.000525
1970-1979        4             0.000389        0.000505        0.000449
1970-1979        5             0.000321        0.000467        0.000396
1970-1979        6             0.000319        0.000448        0.000385
1970-1979        7             0.000285        0.000412        0.000350
1970-1979        8             0.000249        0.000414        0.000334
1970-1979        9             0.000221        0.000388        0.000306
1970-1979       10             0.000238        0.000355        0.000298
1970-1979       11             0.000240        0.000384        0.000314
1970-1979       12             0.000260        0.000390        0.000327
1970-1979       13             0.000253        0.000464        0.000361
1970-1979       14             0.000307        0.000596        0.000455
1970-1979       15             0.000348        0.000713        0.000534
1970-1979       16             0.000355        0.000929        0.000648
1970-1979       17             0.000386        0.001054        0.000726
1970-1979       18             0.000424        0.001182        0.000808
1970-1979       19             0.000415        0.001198        0.000812
1970-1979       20             0.000428        0.001112        0.000774
1970-1979       21             0.000444        0.001185        0.000817
1970-1979       22             0.000447        0.001167        0.000809
1970-1979       23             0.000456        0.001142        0.000800
1970-1979       24             0.000468        0.001117        0.000792
1970-1979       25             0.000487        0.001106        0.000796
1970-1979       26             0.000489        0.001081        0.000783
1970-1979       27             0.000516        0.001079        0.000796
1970-1979       28             0.000528        0.001092        0.000807
1970-1979       29             0.000577        0.001117        0.000844
1970-1979       30             0.000598        0.001194        0.000892
1970-1979       31             0.000636        0.001225        0.000926
1970-1979       32             0.000688        0.001253        0.000966
1970-1979       33             0.000756        0.001371        0.001059
1970-1979       34             0.000824        0.001451        0.001132
1970-1979       35             0.000884        0.001550        0.001212
1970-1979       36             0.000960        0.001736        0.001341
1970-1979       37             0.001043        0.001857        0.001443
1970-1979       38             0.001142        0.002021        0.001573
1970-1979       39             0.001215        0.002235        0.001716
1970-1979       40             0.001359        0.002492        0.001915
1970-1979       41             0.001471        0.002827        0.002136
1970-1979       42             0.001595        0.003064        0.002315
1970-1979       43             0.001793        0.003472        0.002616
1970-1979       44             0.001930        0.003884        0.002886
1970-1979       45             0.002158        0.004342        0.003226
1970-1979       46             0.002347        0.004867        0.003576
1970-1979       47             0.002640        0.005379        0.003971
1970-1979       48             0.002920        0.005938        0.004381
1970-1979       49             0.003197        0.006601        0.004837
1970-1979       50             0.003551        0.007276        0.005339
1970-1979       51             0.003869        0.008103        0.005893
1970-1979       52             0.004177        0.008865        0.006407
1970-1979       53             0.004420        0.009579        0.006865
1970-1979       54             0.004839        0.010606        0.007561
1970-1979       55             0.005277        0.011525        0.008216
1970-1979       56             0.005889        0.012672        0.009072
1970-1979       57             0.006386        0.013745        0.009838
1970-1979       58             0.007011        0.014970        0.010746
1970-1979       59             0.007674        0.016515        0.011825
1970-1979       60             0.008637        0.018140        0.013097
1970-1979       61             0.009211        0.019854        0.014195
1970-1979       62             0.010244        0.021808        0.015641
1970-1979       63             0.011264        0.023759        0.017071
1970-1979       64             0.012370        0.026138        0.018738
1970-1979       65             0.013691        0.028585        0.020538
1970-1979       66             0.015331        0.031335        0.022633
1970-1979       67             0.017161        0.034536        0.025020
1970-1979       68             0.019000        0.037657        0.027357
1970-1979       69             0.021253        0.041428        0.030193
1970-1979       70             0.024090        0.045297        0.033366
1970-1979       71             0.027136        0.049488        0.036766
1970-1979       72             0.030680        0.054949        0.040957
1970-1979       73             0.034806        0.059980        0.045262
1970-1979       74             0.039690        0.066155        0.050453
1970-1979       75             0.045009        0.072686        0.056029
1970-1979       76             0.051481        0.079833        0.062550
1970-1979       77             0.058322        0.087574        0.069531
1970-1979       78             0.065903        0.095611        0.077096
1970-1979       79             0.074856        0.104686        0.085922
1970-1979       80             0.082866        0.115534        0.094560
1970-1979       81             0.092902        0.125810        0.104534
1970-1979       82             0.104107        0.137633        0.115833
1970-1979       83             0.116585        0.150834        0.128467
1970-1979       84             0.130472        0.165238        0.142481
1970-1979       85             0.144207        0.180407        0.156681
1970-1979       86             0.161428        0.194506        0.172783
1970-1979       87             0.175976        0.214500        0.189137
1970-1979       88             0.195411        0.232559        0.208017
1970-1979       89             0.215739        0.253653        0.228554
1970-1979       90             0.237418        0.276690        0.250621
1970-1979       91             0.258061        0.298608        0.271575
1970-1979       92             0.282682        0.324150        0.296402
1970-1979       93             0.307536        0.346608        0.320329
1970-1979       94             0.329973        0.377573        0.345411
1970-1979       95             0.355067        0.399120        0.369128
1970-1979       96             0.383860        0.418794        0.394719
