Italy , Death rates (period 1x10), 	Last modified: 11 Apr 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1970-1979       97             0.409491        0.443903        0.419985
1970-1979       98             0.439391        0.468658        0.448294
1970-1979       99             0.504948        0.528905        0.512177
1970-1979      100             0.491038        0.570582        0.513750
1970-1979      101             0.522931        0.641734        0.553693
1970-1979      102             0.618565        0.618234        0.618483
1970-1979      103             0.551859        0.731848        0.597595
1970-1979      104             0.607758        0.503482        0.582786
1970-1979      105             0.598018        0.859599        0.655785
1970-1979      106             0.610353        0.641883        0.617284
1970-1979      107             0.744526        0.513040        0.685602
1970-1979      108             0.805970        1.237751        0.902882
1970-1979      109             1.440000              .        1.440000
1970-1979      110+            6.000000              .        6.000000
1980-1989        0             0.010116        0.012581        0.011384
1980-1989        1             0.000592        0.000637        0.000615
1980-1989        2             0.000349        0.000443        0.000397
1980-1989        3             0.000301        0.000335        0.000319
1980-1989        4             0.000220        0.000310        0.000266
1980-1989        5             0.000203        0.000268        0.000236
1980-1989        6             0.000207        0.000268        0.000238
1980-1989        7             0.000189        0.000251        0.000221
1980-1989        8             0.000169        0.000242        0.000206
1980-1989        9             0.000170        0.000248        0.000210
1980-1989       10             0.000156        0.000240        0.000199
1980-1989       11             0.000161        0.000252        0.000208
1980-1989       12             0.000175        0.000266        0.000221
1980-1989       13             0.000195        0.000318        0.000258
1980-1989       14             0.000218        0.000427        0.000325
1980-1989       15             0.000251        0.000541        0.000399
1980-1989       16             0.000264        0.000794        0.000534
1980-1989       17             0.000279        0.000942        0.000617
1980-1989       18             0.000309        0.000998        0.000660
1980-1989       19             0.000331        0.000991        0.000667
1980-1989       20             0.000329        0.001046        0.000693
1980-1989       21             0.000338        0.001071        0.000710
1980-1989       22             0.000335        0.001092        0.000718
1980-1989       23             0.000348        0.001075        0.000715
1980-1989       24             0.000356        0.001056        0.000709
1980-1989       25             0.000374        0.001064        0.000722
1980-1989       26             0.000372        0.001060        0.000718
1980-1989       27             0.000391        0.001051        0.000723
1980-1989       28             0.000420        0.001038        0.000730
1980-1989       29             0.000423        0.001046        0.000735
1980-1989       30             0.000455        0.001073        0.000764
1980-1989       31             0.000482        0.001055        0.000768
1980-1989       32             0.000530        0.001119        0.000824
1980-1989       33             0.000557        0.001153        0.000854
1980-1989       34             0.000612        0.001172        0.000891
1980-1989       35             0.000681        0.001248        0.000964
1980-1989       36             0.000735        0.001332        0.001032
1980-1989       37             0.000771        0.001446        0.001107
1980-1989       38             0.000873        0.001590        0.001229
1980-1989       39             0.000970        0.001743        0.001354
1980-1989       40             0.001066        0.001935        0.001498
1980-1989       41             0.001185        0.002179        0.001678
1980-1989       42             0.001249        0.002395        0.001816
1980-1989       43             0.001400        0.002634        0.002010
1980-1989       44             0.001532        0.002950        0.002232
1980-1989       45             0.001688        0.003297        0.002481
1980-1989       46             0.001883        0.003650        0.002753
1980-1989       47             0.002078        0.004105        0.003074
1980-1989       48             0.002278        0.004600        0.003418
1980-1989       49             0.002495        0.005140        0.003791
1980-1989       50             0.002718        0.005832        0.004241
1980-1989       51             0.003008        0.006430        0.004678
1980-1989       52             0.003241        0.007313        0.005223
1980-1989       53             0.003573        0.008096        0.005769
1980-1989       54             0.003994        0.009007        0.006421
1980-1989       55             0.004352        0.010115        0.007131
1980-1989       56             0.004726        0.011220        0.007843
1980-1989       57             0.005188        0.012444        0.008650
1980-1989       58             0.005667        0.013537        0.009397
1980-1989       59             0.006258        0.014939        0.010341
1980-1989       60             0.006846        0.016360        0.011288
1980-1989       61             0.007579        0.018126        0.012467
1980-1989       62             0.008364        0.019550        0.013507
1980-1989       63             0.009242        0.021168        0.014684
1980-1989       64             0.010259        0.023130        0.016091
1980-1989       65             0.011331        0.025174        0.017557
1980-1989       66             0.012503        0.027474        0.019189
1980-1989       67             0.013880        0.030157        0.021105
1980-1989       68             0.015704        0.033058        0.023366
1980-1989       69             0.017377        0.036242        0.025657
1980-1989       70             0.019787        0.039794        0.028500
1980-1989       71             0.022051        0.043281        0.031211
1980-1989       72             0.024798        0.047881        0.034645
1980-1989       73             0.027974        0.052290        0.038214
1980-1989       74             0.031557        0.057681        0.042402
1980-1989       75             0.035452        0.063403        0.046865
1980-1989       76             0.040623        0.069882        0.052348
1980-1989       77             0.045604        0.076901        0.057885
1980-1989       78             0.052123        0.084962        0.064719
1980-1989       79             0.059507        0.093777        0.072332
1980-1989       80             0.066826        0.104200        0.080286
1980-1989       81             0.075757        0.114127        0.089185
1980-1989       82             0.085129        0.125334        0.098792
1980-1989       83             0.096262        0.137492        0.109859
1980-1989       84             0.108444        0.149558        0.121564
1980-1989       85             0.122316        0.162778        0.134836
1980-1989       86             0.135802        0.177748        0.148434
1980-1989       87             0.151355        0.193478        0.163734
1980-1989       88             0.168073        0.213369        0.181053
1980-1989       89             0.186433        0.228325        0.198150
1980-1989       90             0.207113        0.249012        0.218629
1980-1989       91             0.226116        0.270907        0.238235
1980-1989       92             0.247198        0.295325        0.259994
1980-1989       93             0.272566        0.317219        0.284255
1980-1989       94             0.295170        0.341384        0.307125
1980-1989       95             0.321203        0.365058        0.332531
1980-1989       96             0.346395        0.383478        0.355985
1980-1989       97             0.374186        0.419520        0.385825
1980-1989       98             0.383308        0.448858        0.399703
1980-1989       99             0.439510        0.493762        0.452973
1980-1989      100             0.449471        0.524535        0.467576
1980-1989      101             0.497836        0.536960        0.507049
1980-1989      102             0.520564        0.560014        0.529538
1980-1989      103             0.563602        0.673979        0.588593
1980-1989      104             0.544269        0.664443        0.568440
1980-1989      105             0.621081        0.393798        0.575214
1980-1989      106             0.703361        0.625046        0.683838
1980-1989      107             0.449794        0.575342        0.481792
1980-1989      108             0.807692        0.379827        0.673757
1980-1989      109             0.382979        1.304797        0.642264
1980-1989      110+            1.058824              .        1.058824
1990-1999        0             0.006031        0.007325        0.006696
1990-1999        1             0.000426        0.000419        0.000422
1990-1999        2             0.000288        0.000303        0.000296
1990-1999        3             0.000235        0.000263        0.000249
1990-1999        4             0.000179        0.000207        0.000193
1990-1999        5             0.000177        0.000198        0.000188
1990-1999        6             0.000167        0.000188        0.000178
1990-1999        7             0.000135        0.000189        0.000163
1990-1999        8             0.000130        0.000174        0.000152
1990-1999        9             0.000124        0.000172        0.000148
1990-1999       10             0.000121        0.000169        0.000146
1990-1999       11             0.000134        0.000188        0.000161
1990-1999       12             0.000146        0.000194        0.000171
1990-1999       13             0.000145        0.000244        0.000196
1990-1999       14             0.000194        0.000366        0.000282
1990-1999       15             0.000209        0.000463        0.000339
1990-1999       16             0.000234        0.000661        0.000452
1990-1999       17             0.000252        0.000788        0.000525
1990-1999       18             0.000278        0.000910        0.000600
1990-1999       19             0.000308        0.000918        0.000619
1990-1999       20             0.000299        0.000988        0.000649
1990-1999       21             0.000294        0.001053        0.000679
1990-1999       22             0.000292        0.001049        0.000676
1990-1999       23             0.000313        0.001073        0.000698
1990-1999       24             0.000319        0.001096        0.000712
1990-1999       25             0.000350        0.001087        0.000723
1990-1999       26             0.000363        0.001139        0.000755
1990-1999       27             0.000401        0.001171        0.000790
1990-1999       28             0.000429        0.001252        0.000844
1990-1999       29             0.000461        0.001292        0.000879
1990-1999       30             0.000492        0.001397        0.000948
1990-1999       31             0.000537        0.001436        0.000989
1990-1999       32             0.000543        0.001486        0.001016
1990-1999       33             0.000564        0.001521        0.001044
1990-1999       34             0.000614        0.001511        0.001063
1990-1999       35             0.000651        0.001498        0.001075
1990-1999       36             0.000645        0.001543        0.001094
1990-1999       37             0.000723        0.001568        0.001145
1990-1999       38             0.000796        0.001621        0.001207
1990-1999       39             0.000800        0.001659        0.001228
1990-1999       40             0.000881        0.001774        0.001326
1990-1999       41             0.000968        0.001835        0.001400
1990-1999       42             0.001053        0.001986        0.001517
1990-1999       43             0.001132        0.002165        0.001645
1990-1999       44             0.001267        0.002353        0.001806
1990-1999       45             0.001398        0.002520        0.001954
1990-1999       46             0.001532        0.002817        0.002169
1990-1999       47             0.001702        0.003088        0.002388
1990-1999       48             0.001851        0.003452        0.002643
1990-1999       49             0.002056        0.003815        0.002925
1990-1999       50             0.002217        0.004230        0.003210
1990-1999       51             0.002379        0.004686        0.003515
1990-1999       52             0.002642        0.005204        0.003901
1990-1999       53             0.002906        0.005768        0.004309
1990-1999       54             0.003099        0.006439        0.004732
1990-1999       55             0.003467        0.007160        0.005267
1990-1999       56             0.003701        0.007890        0.005737
1990-1999       57             0.004005        0.008770        0.006314
1990-1999       58             0.004445        0.009726        0.006995
1990-1999       59             0.004902        0.010732        0.007707
1990-1999       60             0.005337        0.012107        0.008580
1990-1999       61             0.005948        0.013411        0.009505
1990-1999       62             0.006461        0.014894        0.010457
1990-1999       63             0.007220        0.016292        0.011492
1990-1999       64             0.007932        0.018258        0.012760
1990-1999       65             0.008850        0.020186        0.014106
1990-1999       66             0.009827        0.022249        0.015535
1990-1999       67             0.010897        0.024525        0.017091
1990-1999       68             0.012100        0.026768        0.018686
1990-1999       69             0.013540        0.029450        0.020593
1990-1999       70             0.015201        0.032083        0.022588
1990-1999       71             0.016903        0.035403        0.024890
1990-1999       72             0.018948        0.038482        0.027262
1990-1999       73             0.021332        0.042097        0.030044
1990-1999       74             0.024034        0.046111        0.033162
1990-1999       75             0.027191        0.050784        0.036805
1990-1999       76             0.030993        0.055970        0.041019
1990-1999       77             0.035349        0.061563        0.045724
1990-1999       78             0.040195        0.068276        0.051150
1990-1999       79             0.045623        0.075723        0.057176
1990-1999       80             0.051161        0.084647        0.063577
1990-1999       81             0.057699        0.092779        0.070426
1990-1999       82             0.065488        0.101509        0.078242
1990-1999       83             0.074490        0.113096        0.087802
1990-1999       84             0.083952        0.124337        0.097480
1990-1999       85             0.094994        0.138487        0.109107
1990-1999       86             0.108299        0.153106        0.122332
1990-1999       87             0.122232        0.169389        0.136437
1990-1999       88             0.137314        0.184890        0.151094
1990-1999       89             0.154792        0.204910        0.168750
1990-1999       90             0.174523        0.225444        0.188123
1990-1999       91             0.193720        0.245565        0.206998
1990-1999       92             0.216267        0.270049        0.229490
1990-1999       93             0.237271        0.296047        0.251160
1990-1999       94             0.257943        0.318078        0.271519
1990-1999       95             0.283651        0.337432        0.295295
1990-1999       96             0.311038        0.371269        0.323673
1990-1999       97             0.340760        0.398965        0.352615
1990-1999       98             0.367598        0.432595        0.380506
1990-1999       99             0.397407        0.455057        0.408698
1990-1999      100             0.443712        0.548213        0.463161
1990-1999      101             0.451167        0.554168        0.469435
1990-1999      102             0.494010        0.548638        0.503391
1990-1999      103             0.497832        0.530464        0.503434
1990-1999      104             0.563254        0.644586        0.577069
1990-1999      105             0.581590        0.638452        0.591079
1990-1999      106             0.647863        0.683544        0.653984
1990-1999      107             0.656553        0.954545        0.703494
1990-1999      108             0.598698        0.389610        0.568773
1990-1999      109             0.576419        0.600000        0.580645
1990-1999      110+            1.086614        0.555556        0.928177
2000-2009        0             0.003520        0.004119        0.003828
2000-2009        1             0.000228        0.000271        0.000250
2000-2009        2             0.000161        0.000170        0.000166
2000-2009        3             0.000129        0.000146        0.000138
2000-2009        4             0.000116        0.000135        0.000126
2000-2009        5             0.000088        0.000112        0.000100
2000-2009        6             0.000098        0.000114        0.000106
2000-2009        7             0.000084        0.000109        0.000097
2000-2009        8             0.000073        0.000116        0.000095
2000-2009        9             0.000082        0.000106        0.000094
2000-2009       10             0.000073        0.000104        0.000089
2000-2009       11             0.000089        0.000112        0.000101
2000-2009       12             0.000090        0.000133        0.000112
2000-2009       13             0.000102        0.000147        0.000125
2000-2009       14             0.000124        0.000227        0.000177
2000-2009       15             0.000149        0.000316        0.000235
2000-2009       16             0.000177        0.000419        0.000301
2000-2009       17             0.000191        0.000492        0.000346
2000-2009       18             0.000229        0.000640        0.000440
2000-2009       19             0.000206        0.000668        0.000443
2000-2009       20             0.000229        0.000713        0.000476
2000-2009       21             0.000224        0.000731        0.000483
2000-2009       22             0.000229        0.000779        0.000509
2000-2009       23             0.000215        0.000765        0.000494
2000-2009       24             0.000235        0.000749        0.000495
2000-2009       25             0.000229        0.000792        0.000514
2000-2009       26             0.000227        0.000784        0.000507
2000-2009       27             0.000247        0.000796        0.000523
2000-2009       28             0.000268        0.000787        0.000529
2000-2009       29             0.000279        0.000789        0.000535
2000-2009       30             0.000280        0.000807        0.000545
2000-2009       31             0.000302        0.000790        0.000547
2000-2009       32             0.000330        0.000813        0.000573
2000-2009       33             0.000359        0.000842        0.000602
2000-2009       34             0.000384        0.000873        0.000629
2000-2009       35             0.000426        0.000931        0.000679
2000-2009       36             0.000469        0.000983        0.000727
2000-2009       37             0.000520        0.001043        0.000782
2000-2009       38             0.000572        0.001128        0.000850
2000-2009       39             0.000607        0.001220        0.000914
2000-2009       40             0.000696        0.001309        0.001003
2000-2009       41             0.000774        0.001445        0.001109
2000-2009       42             0.000847        0.001522        0.001183
2000-2009       43             0.000922        0.001667        0.001293
2000-2009       44             0.001034        0.001827        0.001428
2000-2009       45             0.001139        0.002005        0.001569
2000-2009       46             0.001255        0.002211        0.001729
2000-2009       47             0.001374        0.002377        0.001870
2000-2009       48             0.001525        0.002603        0.002058
2000-2009       49             0.001638        0.002934        0.002277
2000-2009       50             0.001803        0.003155        0.002469
2000-2009       51             0.002028        0.003490        0.002747
2000-2009       52             0.002187        0.003932        0.003045
2000-2009       53             0.002367        0.004344        0.003338
2000-2009       54             0.002608        0.004767        0.003667
2000-2009       55             0.002808        0.005299        0.004029
2000-2009       56             0.003015        0.005837        0.004395
2000-2009       57             0.003375        0.006487        0.004894
2000-2009       58             0.003621        0.007120        0.005325
2000-2009       59             0.003931        0.007825        0.005822
2000-2009       60             0.004284        0.008680        0.006412
2000-2009       61             0.004778        0.009612        0.007111
2000-2009       62             0.005111        0.010526        0.007714
2000-2009       63             0.005534        0.011660        0.008467
2000-2009       64             0.006182        0.012743        0.009307
2000-2009       65             0.006803        0.014027        0.010226
2000-2009       66             0.007460        0.015348        0.011178
2000-2009       67             0.008265        0.017030        0.012369
2000-2009       68             0.009140        0.018727        0.013596
2000-2009       69             0.010059        0.020885        0.015048
2000-2009       70             0.011205        0.023010        0.016591
2000-2009       71             0.012659        0.025836        0.018605
2000-2009       72             0.014228        0.028798        0.020722
2000-2009       73             0.016026        0.031973        0.023039
2000-2009       74             0.018272        0.035683        0.025815
2000-2009       75             0.020725        0.039899        0.028895
2000-2009       76             0.023483        0.044475        0.032268
2000-2009       77             0.026878        0.049250        0.036058
2000-2009       78             0.030669        0.054718        0.040325
2000-2009       79             0.034797        0.061226        0.045167
2000-2009       80             0.040238        0.069176        0.051216
2000-2009       81             0.045988        0.076489        0.057262
2000-2009       82             0.052675        0.085694        0.064558
2000-2009       83             0.060487        0.094981        0.072564
2000-2009       84             0.068321        0.105668        0.081027
2000-2009       85             0.078804        0.118060        0.091764
2000-2009       86             0.090544        0.132341        0.103927
2000-2009       87             0.103865        0.147023        0.117273
2000-2009       88             0.118268        0.164936        0.132311
2000-2009       89             0.133751        0.183690        0.148252
2000-2009       90             0.151064        0.201537        0.165182
2000-2009       91             0.169839        0.223797        0.184349
2000-2009       92             0.190560        0.247250        0.205149
2000-2009       93             0.212844        0.270509        0.227018
2000-2009       94             0.236583        0.296249        0.250561
2000-2009       95             0.263093        0.323218        0.276476
2000-2009       96             0.289691        0.358230        0.304103
2000-2009       97             0.318423        0.390919        0.332704
2000-2009       98             0.346976        0.420109        0.360407
2000-2009       99             0.381027        0.443906        0.391878
2000-2009      100             0.412048        0.483103        0.423606
2000-2009      101             0.446841        0.517506        0.457583
2000-2009      102             0.477747        0.552140        0.488471
2000-2009      103             0.509176        0.616689        0.523694
2000-2009      104             0.547039        0.658818        0.560876
2000-2009      105             0.563153        0.655848        0.573629
2000-2009      106             0.627244        0.723597        0.638269
2000-2009      107             0.668575        0.647663        0.666553
2000-2009      108             0.561541        0.927641        0.591168
2000-2009      109             0.782088        0.732364        0.778655
2000-2009      110+            0.867339        0.746269        0.853026
2010-2019        0             0.002656        0.003120        0.002895
2010-2019        1             0.000178        0.000206        0.000192
2010-2019        2             0.000118        0.000132        0.000125
2010-2019        3             0.000091        0.000112        0.000102
2010-2019        4             0.000078        0.000095        0.000087
2010-2019        5             0.000069        0.000080        0.000075
2010-2019        6             0.000068        0.000081        0.000075
2010-2019        7             0.000053        0.000078        0.000066
2010-2019        8             0.000057        0.000071        0.000064
2010-2019        9             0.000063        0.000076        0.000070
2010-2019       10             0.000065        0.000076        0.000071
2010-2019       11             0.000060        0.000086        0.000073
2010-2019       12             0.000069        0.000087        0.000078
2010-2019       13             0.000082        0.000107        0.000095
2010-2019       14             0.000090        0.000139        0.000115
2010-2019       15             0.000099        0.000182        0.000142
2010-2019       16             0.000119        0.000250        0.000187
2010-2019       17             0.000121        0.000297        0.000212
2010-2019       18             0.000142        0.000382        0.000266
2010-2019       19             0.000148        0.000388        0.000272
2010-2019       20             0.000150        0.000422        0.000291
2010-2019       21             0.000163        0.000433        0.000302
2010-2019       22             0.000162        0.000438        0.000304
2010-2019       23             0.000153        0.000446        0.000303
2010-2019       24             0.000171        0.000460        0.000319
2010-2019       25             0.000174        0.000488        0.000334
2010-2019       26             0.000185        0.000473        0.000331
2010-2019       27             0.000180        0.000464        0.000324
2010-2019       28             0.000176        0.000494        0.000337
2010-2019       29             0.000199        0.000479        0.000340
2010-2019       30             0.000224        0.000511        0.000368
2010-2019       31             0.000220        0.000537        0.000379
2010-2019       32             0.000260        0.000562        0.000411
2010-2019       33             0.000266        0.000582        0.000424
2010-2019       34             0.000301        0.000636        0.000469
2010-2019       35             0.000328        0.000644        0.000486
2010-2019       36             0.000382        0.000687        0.000534
2010-2019       37             0.000399        0.000727        0.000562
2010-2019       38             0.000468        0.000782        0.000624
2010-2019       39             0.000509        0.000863        0.000686
2010-2019       40             0.000562        0.000945        0.000753
2010-2019       41             0.000595        0.001022        0.000808
2010-2019       42             0.000680        0.001158        0.000918
2010-2019       43             0.000758        0.001253        0.001004
2010-2019       44             0.000847        0.001375        0.001109
2010-2019       45             0.000940        0.001528        0.001232
2010-2019       46             0.001055        0.001705        0.001377
2010-2019       47             0.001144        0.001871        0.001504
2010-2019       48             0.001254        0.002086        0.001665
2010-2019       49             0.001416        0.002320        0.001862
2010-2019       50             0.001559        0.002574        0.002059
2010-2019       51             0.001660        0.002810        0.002225
2010-2019       52             0.001903        0.003127        0.002504
2010-2019       53             0.002030        0.003423        0.002712
2010-2019       54             0.002262        0.003829        0.003027
2010-2019       55             0.002401        0.004181        0.003269
2010-2019       56             0.002675        0.004670        0.003645
2010-2019       57             0.002907        0.005170        0.004006
2010-2019       58             0.003137        0.005667        0.004364
2010-2019       59             0.003449        0.006198        0.004780
2010-2019       60             0.003786        0.006953        0.005317
2010-2019       61             0.004055        0.007563        0.005748
2010-2019       62             0.004483        0.008426        0.006384
2010-2019       63             0.004907        0.009246        0.006996
2010-2019       64             0.005374        0.010098        0.007644
2010-2019       65             0.005979        0.011027        0.008399
2010-2019       66             0.006563        0.012375        0.009341
2010-2019       67             0.007047        0.013617        0.010176
2010-2019       68             0.007747        0.014807        0.011095
2010-2019       69             0.008523        0.016203        0.012147
2010-2019       70             0.009496        0.017865        0.013423
2010-2019       71             0.010553        0.019784        0.014857
2010-2019       72             0.011799        0.021862        0.016456
2010-2019       73             0.013125        0.024285        0.018245
2010-2019       74             0.014788        0.027082        0.020373
2010-2019       75             0.016704        0.029970        0.022667
2010-2019       76             0.018882        0.033795        0.025507
2010-2019       77             0.021656        0.037158        0.028454
2010-2019       78             0.024668        0.042095        0.032200
2010-2019       79             0.028559        0.047914        0.036784
2010-2019       80             0.032951        0.054370        0.041880
2010-2019       81             0.038393        0.061564        0.047839
2010-2019       82             0.044649        0.070263        0.054836
2010-2019       83             0.051572        0.079737        0.062475
2010-2019       84             0.059887        0.090858        0.071521
2010-2019       85             0.069319        0.102975        0.081551
2010-2019       86             0.080165        0.116753        0.092991
2010-2019       87             0.092469        0.132119        0.105839
2010-2019       88             0.106746        0.149801        0.120662
2010-2019       89             0.123076        0.169056        0.137288
2010-2019       90             0.140222        0.188674        0.154520
2010-2019       91             0.159996        0.210656        0.174270
2010-2019       92             0.178709        0.232184        0.193073
2010-2019       93             0.201127        0.258575        0.215816
2010-2019       94             0.225533        0.282698        0.239419
2010-2019       95             0.249520        0.314055        0.264352
2010-2019       96             0.275847        0.340987        0.289983
2010-2019       97             0.303672        0.375305        0.318372
2010-2019       98             0.331910        0.402868        0.345650
2010-2019       99             0.364204        0.441847        0.378372
2010-2019      100             0.399286        0.486761        0.414156
2010-2019      101             0.437080        0.523823        0.450835
2010-2019      102             0.480053        0.564337        0.492376
2010-2019      103             0.497626        0.587930        0.510008
2010-2019      104             0.554536        0.631714        0.564161
2010-2019      105             0.585576        0.718527        0.600837
2010-2019      106             0.564318        0.690580        0.577333
2010-2019      107             0.704111        0.768805        0.710022
2010-2019      108             0.637297        0.746670        0.647492
2010-2019      109             0.755501        0.603428        0.742063
2010-2019      110+            0.725222        2.306154        0.780084
