Spain, Death rates (period 1x10), 	Last modified: 23 Feb 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1950-1959       37             0.002354        0.003151        0.002728
1950-1959       38             0.002764        0.003553        0.003132
1950-1959       39             0.002475        0.003450        0.002929
1950-1959       40             0.003344        0.004281        0.003784
1950-1959       41             0.002461        0.003545        0.002971
1950-1959       42             0.003430        0.004841        0.004095
1950-1959       43             0.003078        0.004508        0.003753
1950-1959       44             0.003328        0.005005        0.004120
1950-1959       45             0.003853        0.005724        0.004738
1950-1959       46             0.003943        0.005688        0.004770
1950-1959       47             0.003910        0.006204        0.004999
1950-1959       48             0.004810        0.007290        0.005988
1950-1959       49             0.004341        0.007182        0.005687
1950-1959       50             0.005912        0.009239        0.007484
1950-1959       51             0.004675        0.008087        0.006285
1950-1959       52             0.006598        0.010404        0.008389
1950-1959       53             0.006194        0.010967        0.008434
1950-1959       54             0.007208        0.011986        0.009444
1950-1959       55             0.007444        0.012923        0.009999
1950-1959       56             0.008562        0.014319        0.011233
1950-1959       57             0.008509        0.014959        0.011484
1950-1959       58             0.010613        0.017724        0.013870
1950-1959       59             0.010070        0.017833        0.013606
1950-1959       60             0.014439        0.021856        0.017806
1950-1959       61             0.011307        0.019175        0.014862
1950-1959       62             0.015736        0.025084        0.019937
1950-1959       63             0.016735        0.027585        0.021574
1950-1959       64             0.018760        0.029869        0.023675
1950-1959       65             0.022842        0.033983        0.027737
1950-1959       66             0.022763        0.034093        0.027706
1950-1959       67             0.025936        0.038780        0.031504
1950-1959       68             0.029570        0.042098        0.034972
1950-1959       69             0.027829        0.041569        0.033719
1950-1959       70             0.042528        0.055023        0.047857
1950-1959       71             0.034193        0.048625        0.040305
1950-1959       72             0.049771        0.066984        0.056999
1950-1959       73             0.050168        0.069561        0.058222
1950-1959       74             0.058689        0.078049        0.066630
1950-1959       75             0.066021        0.086175        0.074185
1950-1959       76             0.071267        0.092474        0.079733
1950-1959       77             0.076572        0.100735        0.086054
1950-1959       78             0.096098        0.124275        0.106949
1950-1959       79             0.083195        0.112014        0.094037
1950-1959       80             0.119557        0.142719        0.128051
1950-1959       81             0.089412        0.117311        0.099478
1950-1959       82             0.126168        0.161343        0.138624
1950-1959       83             0.124293        0.161580        0.137228
1950-1959       84             0.160480        0.201163        0.174293
1950-1959       85             0.165297        0.202017        0.177493
1950-1959       86             0.183529        0.226992        0.197631
1950-1959       87             0.186743        0.232177        0.201069
1950-1959       88             0.213147        0.270730        0.230674
1950-1959       89             0.200903        0.253255        0.216196
1950-1959       90             0.267508        0.302259        0.277310
1950-1959       91             0.174508        0.222731        0.187649
1950-1959       92             0.249504        0.307928        0.264748
1950-1959       93             0.248155        0.302435        0.261633
1950-1959       94             0.274944        0.323131        0.286344
1950-1959       95             0.296907        0.322885        0.302816
1950-1959       96             0.364140        0.404749        0.373047
1950-1959       97             0.354657        0.391067        0.362271
1950-1959       98             0.517799        0.544829        0.523218
1950-1959       99             0.475650        0.552816        0.490246
1950-1959      100             0.475777        0.435956        0.468607
1950-1959      101             0.300869        0.304553        0.301532
1950-1959      102             0.434995        0.265569        0.403851
1950-1959      103             0.428663        0.262622        0.395244
1950-1959      104             0.419809        0.317229        0.398077
1950-1959      105             0.459226        0.318504        0.428407
1950-1959      106             0.443717        0.177117        0.378511
1950-1959      107             0.350355        0.187051        0.307424
1950-1959      108             0.305008        0.221350        0.283590
1950-1959      109             0.266723        0.239686        0.260142
1950-1959      110+            0.359102        0.247171        0.333475
1960-1969        0             0.034674        0.044276        0.039593
1960-1969        1             0.002224        0.002433        0.002331
1960-1969        2             0.001269        0.001499        0.001387
1960-1969        3             0.000865        0.001031        0.000950
1960-1969        4             0.000694        0.000919        0.000809
1960-1969        5             0.000534        0.000729        0.000634
1960-1969        6             0.000495        0.000662        0.000580
1960-1969        7             0.000453        0.000597        0.000526
1960-1969        8             0.000402        0.000551        0.000478
1960-1969        9             0.000346        0.000528        0.000439
1960-1969       10             0.000344        0.000472        0.000409
1960-1969       11             0.000347        0.000452        0.000400
1960-1969       12             0.000425        0.000521        0.000474
1960-1969       13             0.000359        0.000519        0.000441
1960-1969       14             0.000388        0.000638        0.000515
1960-1969       15             0.000397        0.000666        0.000534
1960-1969       16             0.000428        0.000749        0.000591
1960-1969       17             0.000443        0.000867        0.000658
1960-1969       18             0.000480        0.001024        0.000756
1960-1969       19             0.000498        0.001146        0.000826
1960-1969       20             0.000522        0.001173        0.000852
1960-1969       21             0.000534        0.001182        0.000863
1960-1969       22             0.000669        0.001095        0.000886
1960-1969       23             0.000654        0.001178        0.000919
1960-1969       24             0.000730        0.001337        0.001035
1960-1969       25             0.000762        0.001364        0.001064
1960-1969       26             0.000842        0.001360        0.001100
1960-1969       27             0.000888        0.001425        0.001155
1960-1969       28             0.000961        0.001484        0.001221
1960-1969       29             0.000959        0.001454        0.001203
1960-1969       30             0.001022        0.001571        0.001293
1960-1969       31             0.000970        0.001485        0.001224
1960-1969       32             0.001147        0.001763        0.001450
1960-1969       33             0.001166        0.001807        0.001482
1960-1969       34             0.001255        0.001884        0.001565
1960-1969       35             0.001357        0.001920        0.001634
1960-1969       36             0.001373        0.002146        0.001753
1960-1969       37             0.001471        0.002293        0.001875
1960-1969       38             0.001662        0.002508        0.002078
1960-1969       39             0.001654        0.002620        0.002128
1960-1969       40             0.001967        0.002908        0.002427
1960-1969       41             0.001800        0.002913        0.002343
1960-1969       42             0.002267        0.003585        0.002907
1960-1969       43             0.002243        0.003491        0.002846
1960-1969       44             0.002460        0.004035        0.003217
1960-1969       45             0.002679        0.004315        0.003461
1960-1969       46             0.002921        0.004672        0.003752
1960-1969       47             0.003130        0.005111        0.004066
1960-1969       48             0.003576        0.005817        0.004628
1960-1969       49             0.003593        0.005984        0.004709
1960-1969       50             0.004295        0.006846        0.005482
1960-1969       51             0.004062        0.006964        0.005416
1960-1969       52             0.004974        0.008533        0.006639
1960-1969       53             0.005102        0.008941        0.006900
1960-1969       54             0.005745        0.009941        0.007710
1960-1969       55             0.005748        0.010547        0.007994
1960-1969       56             0.006660        0.012062        0.009187
1960-1969       57             0.007001        0.012835        0.009726
1960-1969       58             0.008310        0.014614        0.011248
1960-1969       59             0.008510        0.016098        0.012027
1960-1969       60             0.010386        0.018396        0.014072
1960-1969       61             0.009802        0.018445        0.013757
1960-1969       62             0.012437        0.022285        0.016910
1960-1969       63             0.013271        0.023822        0.018026
1960-1969       64             0.014913        0.026745        0.020203
1960-1969       65             0.016986        0.029590        0.022573
1960-1969       66             0.018063        0.031112        0.023801
1960-1969       67             0.020801        0.035141        0.027051
1960-1969       68             0.023919        0.039247        0.030533
1960-1969       69             0.024190        0.040659        0.031243
1960-1969       70             0.030681        0.047631        0.037898
1960-1969       71             0.029935        0.046722        0.037022
1960-1969       72             0.039653        0.059794        0.048081
1960-1969       73             0.042242        0.062477        0.050621
1960-1969       74             0.048720        0.070584        0.057666
1960-1969       75             0.053751        0.075917        0.062713
1960-1969       76             0.059341        0.082681        0.068679
1960-1969       77             0.064825        0.090224        0.074873
1960-1969       78             0.079946        0.105216        0.089809
1960-1969       79             0.079290        0.106310        0.089704
1960-1969       80             0.095574        0.122427        0.105591
1960-1969       81             0.090291        0.122580        0.102122
1960-1969       82             0.116083        0.148238        0.127619
1960-1969       83             0.119045        0.153019        0.130959
1960-1969       84             0.143994        0.179515        0.156148
1960-1969       85             0.151027        0.185687        0.162577
1960-1969       86             0.165522        0.205684        0.178523
1960-1969       87             0.177369        0.219172        0.190474
1960-1969       88             0.200612        0.246341        0.214481
1960-1969       89             0.208083        0.255474        0.221960
1960-1969       90             0.238865        0.279960        0.250490
1960-1969       91             0.208581        0.253308        0.220819
1960-1969       92             0.262989        0.302506        0.273437
1960-1969       93             0.261272        0.317061        0.275461
1960-1969       94             0.292491        0.356711        0.308080
1960-1969       95             0.288816        0.344244        0.301663
1960-1969       96             0.359693        0.414199        0.371883
1960-1969       97             0.358372        0.426145        0.372955
1960-1969       98             0.458638        0.549733        0.477238
1960-1969       99             0.508734        0.581260        0.522761
1960-1969      100             0.481101        0.492092        0.483179
1960-1969      101             0.370249        0.451710        0.385324
1960-1969      102             0.477619        0.428576        0.468782
1960-1969      103             0.414294        0.316223        0.395587
1960-1969      104             0.422942        0.197755        0.372494
1960-1969      105             0.430574        0.167372        0.357030
1960-1969      106             0.329732        0.105172        0.254404
1960-1969      107             0.157455        0.089159        0.131531
1960-1969      108             0.081514        0.069547        0.076826
1960-1969      109             0.058403        0.065255        0.061055
1960-1969      110+            0.110636        0.056854        0.089169
1970-1979        0             0.017747        0.022662        0.020276
1970-1979        1             0.001205        0.001393        0.001302
1970-1979        2             0.000764        0.000901        0.000834
1970-1979        3             0.000567        0.000722        0.000647
1970-1979        4             0.000434        0.000601        0.000520
1970-1979        5             0.000375        0.000534        0.000456
1970-1979        6             0.000335        0.000480        0.000409
1970-1979        7             0.000319        0.000466        0.000395
1970-1979        8             0.000307        0.000441        0.000375
1970-1979        9             0.000275        0.000402        0.000340
1970-1979       10             0.000260        0.000377        0.000320
1970-1979       11             0.000269        0.000356        0.000313
1970-1979       12             0.000255        0.000394        0.000326
1970-1979       13             0.000272        0.000411        0.000343
1970-1979       14             0.000301        0.000509        0.000407
1970-1979       15             0.000319        0.000587        0.000455
1970-1979       16             0.000346        0.000724        0.000538
1970-1979       17             0.000346        0.000862        0.000607
1970-1979       18             0.000390        0.001033        0.000715
1970-1979       19             0.000410        0.001136        0.000777
1970-1979       20             0.000433        0.001187        0.000815
1970-1979       21             0.000431        0.001111        0.000776
1970-1979       22             0.000453        0.001137        0.000799
1970-1979       23             0.000499        0.001170        0.000839
1970-1979       24             0.000483        0.001208        0.000849
1970-1979       25             0.000527        0.001177        0.000855
1970-1979       26             0.000574        0.001209        0.000893
1970-1979       27             0.000572        0.001231        0.000903
1970-1979       28             0.000572        0.001238        0.000906
1970-1979       29             0.000600        0.001233        0.000917
1970-1979       30             0.000697        0.001317        0.001007
1970-1979       31             0.000698        0.001324        0.001011
1970-1979       32             0.000757        0.001456        0.001106
1970-1979       33             0.000822        0.001591        0.001205
1970-1979       34             0.000856        0.001558        0.001205
1970-1979       35             0.000938        0.001692        0.001312
1970-1979       36             0.001040        0.001804        0.001419
1970-1979       37             0.001079        0.001945        0.001508
1970-1979       38             0.001220        0.002171        0.001691
1970-1979       39             0.001270        0.002350        0.001803
1970-1979       40             0.001399        0.002645        0.002015
1970-1979       41             0.001445        0.002669        0.002049
1970-1979       42             0.001686        0.003134        0.002400
1970-1979       43             0.001735        0.003260        0.002488
1970-1979       44             0.001881        0.003565        0.002712
1970-1979       45             0.002110        0.003884        0.002984
1970-1979       46             0.002249        0.004261        0.003240
1970-1979       47             0.002494        0.004829        0.003643
1970-1979       48             0.002794        0.005279        0.004015
1970-1979       49             0.003024        0.005760        0.004365
1970-1979       50             0.003394        0.006473        0.004898
1970-1979       51             0.003522        0.006839        0.005134
1970-1979       52             0.004048        0.007843        0.005880
1970-1979       53             0.004168        0.008436        0.006215
1970-1979       54             0.004746        0.009220        0.006876
1970-1979       55             0.004949        0.010037        0.007354
1970-1979       56             0.005632        0.011016        0.008156
1970-1979       57             0.005960        0.012080        0.008806
1970-1979       58             0.006674        0.013482        0.009813
1970-1979       59             0.007302        0.014636        0.010655
1970-1979       60             0.008199        0.016286        0.011875
1970-1979       61             0.008457        0.017219        0.012432
1970-1979       62             0.009884        0.019739        0.014348
1970-1979       63             0.010766        0.021362        0.015552
1970-1979       64             0.011992        0.023552        0.017192
1970-1979       65             0.013411        0.026134        0.019102
1970-1979       66             0.014647        0.028419        0.020766
1970-1979       67             0.016666        0.031397        0.023170
1970-1979       68             0.018511        0.034641        0.025584
1970-1979       69             0.020506        0.038027        0.028111
1970-1979       70             0.024397        0.042525        0.032174
1970-1979       71             0.026185        0.046219        0.034695
1970-1979       72             0.031480        0.052450        0.040272
1970-1979       73             0.034886        0.057271        0.044150
1970-1979       74             0.040061        0.063044        0.049447
1970-1979       75             0.045084        0.069117        0.054770
1970-1979       76             0.051578        0.077180        0.061741
1970-1979       77             0.056884        0.083150        0.067134
1970-1979       78             0.066291        0.094199        0.076997
1970-1979       79             0.072378        0.101985        0.083546
1970-1979       80             0.082284        0.113327        0.093640
1970-1979       81             0.087944        0.120443        0.099595
1970-1979       82             0.103767        0.137091        0.115474
1970-1979       83             0.113891        0.149129        0.126006
1970-1979       84             0.130054        0.165905        0.142105
1970-1979       85             0.140855        0.174373        0.151888
1970-1979       86             0.157208        0.191262        0.168208
1970-1979       87             0.170282        0.208417        0.182345
1970-1979       88             0.188061        0.228339        0.200507
1970-1979       89             0.201974        0.244855        0.214863
1970-1979       90             0.228602        0.263589        0.238842
1970-1979       91             0.229271        0.276304        0.242602
1970-1979       92             0.267455        0.310993        0.279380
1970-1979       93             0.283918        0.317793        0.292929
1970-1979       94             0.305078        0.353589        0.317558
1970-1979       95             0.314570        0.352928        0.324012
1970-1979       96             0.356197        0.377817        0.361337
1970-1979       97             0.353324        0.374570        0.358222
1970-1979       98             0.400913        0.395834        0.399784
1970-1979       99             0.438500        0.470045        0.445248
1970-1979      100             0.486189        0.557645        0.500295
1970-1979      101             0.422968        0.440531        0.426273
1970-1979      102             0.445352        0.420951        0.440782
1970-1979      103             0.437278        0.381688        0.426593
1970-1979      104             0.464128        0.403448        0.451781
1970-1979      105             0.538395        0.411579        0.511485
1970-1979      106             0.411865        0.307444        0.386252
1970-1979      107             0.422309        0.349344        0.403024
1970-1979      108             0.415964        0.405228        0.412684
1970-1979      109             0.224590        0.343634        0.261720
1970-1979      110+            0.197835        0.160010        0.180846
1980-1989        0             0.008765        0.011071        0.009958
1980-1989        1             0.000777        0.000893        0.000837
1980-1989        2             0.000483        0.000605        0.000546
1980-1989        3             0.000330        0.000464        0.000399
1980-1989        4             0.000274        0.000385        0.000331
1980-1989        5             0.000245        0.000366        0.000307
1980-1989        6             0.000217        0.000346        0.000284
1980-1989        7             0.000217        0.000307        0.000263
1980-1989        8             0.000200        0.000275        0.000239
1980-1989        9             0.000184        0.000264        0.000225
1980-1989       10             0.000183        0.000276        0.000231
1980-1989       11             0.000175        0.000270        0.000224
1980-1989       12             0.000203        0.000279        0.000242
1980-1989       13             0.000186        0.000325        0.000257
1980-1989       14             0.000236        0.000380        0.000310
1980-1989       15             0.000272        0.000484        0.000381
1980-1989       16             0.000304        0.000645        0.000478
1980-1989       17             0.000320        0.000819        0.000575
1980-1989       18             0.000372        0.000981        0.000683
1980-1989       19             0.000388        0.001094        0.000748
1980-1989       20             0.000382        0.001117        0.000755
1980-1989       21             0.000382        0.001235        0.000815
1980-1989       22             0.000374        0.001251        0.000819
1980-1989       23             0.000399        0.001258        0.000834
1980-1989       24             0.000420        0.001257        0.000843
1980-1989       25             0.000426        0.001282        0.000858
1980-1989       26             0.000435        0.001258        0.000850
1980-1989       27             0.000446        0.001257        0.000854
1980-1989       28             0.000462        0.001247        0.000857
1980-1989       29             0.000463        0.001274        0.000871
1980-1989       30             0.000508        0.001286        0.000899
1980-1989       31             0.000537        0.001297        0.000919
1980-1989       32             0.000562        0.001326        0.000946
1980-1989       33             0.000598        0.001374        0.000987
1980-1989       34             0.000639        0.001416        0.001028
1980-1989       35             0.000714        0.001521        0.001119
1980-1989       36             0.000747        0.001642        0.001195
1980-1989       37             0.000797        0.001715        0.001256
1980-1989       38             0.000830        0.001865        0.001348
1980-1989       39             0.000946        0.002057        0.001501
1980-1989       40             0.001014        0.002229        0.001621
1980-1989       41             0.001101        0.002334        0.001716
1980-1989       42             0.001216        0.002687        0.001950
1980-1989       43             0.001330        0.002858        0.002090
1980-1989       44             0.001423        0.003099        0.002255
1980-1989       45             0.001590        0.003502        0.002537
1980-1989       46             0.001718        0.003751        0.002724
1980-1989       47             0.001895        0.004147        0.003007
1980-1989       48             0.002076        0.004578        0.003310
1980-1989       49             0.002248        0.005002        0.003604
1980-1989       50             0.002540        0.005586        0.004037
1980-1989       51             0.002661        0.006020        0.004309
1980-1989       52             0.002894        0.006572        0.004695
1980-1989       53             0.003118        0.007324        0.005175
1980-1989       54             0.003402        0.007922        0.005609
1980-1989       55             0.003746        0.008654        0.006136
1980-1989       56             0.004026        0.009455        0.006663
1980-1989       57             0.004441        0.010365        0.007309
1980-1989       58             0.004780        0.011366        0.007957
1980-1989       59             0.005365        0.012671        0.008873
1980-1989       60             0.005949        0.013881        0.009732
1980-1989       61             0.006530        0.014950        0.010513
1980-1989       62             0.007234        0.016261        0.011462
1980-1989       63             0.007906        0.017941        0.012555
1980-1989       64             0.008757        0.019638        0.013743
1980-1989       65             0.009703        0.021461        0.015030
1980-1989       66             0.010663        0.023337        0.016334
1980-1989       67             0.012148        0.025622        0.018101
1980-1989       68             0.013506        0.028112        0.019874
1980-1989       69             0.015268        0.030733        0.021924
1980-1989       70             0.017247        0.034545        0.024609
1980-1989       71             0.019313        0.037463        0.026970
1980-1989       72             0.022147        0.041820        0.030380
1980-1989       73             0.024959        0.046086        0.033711
1980-1989       74             0.028552        0.051132        0.037797
1980-1989       75             0.032316        0.056010        0.041890
1980-1989       76             0.036966        0.061908        0.046908
1980-1989       77             0.042234        0.068610        0.052602
1980-1989       78             0.047940        0.075551        0.058633
1980-1989       79             0.055278        0.083775        0.066116
1980-1989       80             0.062177        0.093205        0.073630
1980-1989       81             0.070133        0.101338        0.081410
1980-1989       82             0.080083        0.112975        0.091695
1980-1989       83             0.089966        0.122008        0.101024
1980-1989       84             0.102579        0.136540        0.114036
1980-1989       85             0.114053        0.148138        0.125285
1980-1989       86             0.127802        0.163434        0.139261
1980-1989       87             0.142369        0.179843        0.154101
1980-1989       88             0.159786        0.195747        0.170730
1980-1989       89             0.175102        0.213997        0.186624
1980-1989       90             0.198313        0.237186        0.209521
1980-1989       91             0.211613        0.249019        0.222092
1980-1989       92             0.234884        0.270822        0.244684
1980-1989       93             0.253716        0.290031        0.263306
1980-1989       94             0.274741        0.311504        0.284190
1980-1989       95             0.295278        0.337985        0.305921
1980-1989       96             0.315625        0.342283        0.322157
1980-1989       97             0.330563        0.359800        0.337596
1980-1989       98             0.340047        0.348931        0.342169
1980-1989       99             0.377891        0.411128        0.385912
1980-1989      100             0.438791        0.570011        0.468037
1980-1989      101             0.429568        0.443382        0.432485
1980-1989      102             0.417913        0.473684        0.429319
1980-1989      103             0.418128        0.354820        0.404967
1980-1989      104             0.440678        0.413397        0.434906
1980-1989      105             0.468421        0.359055        0.444597
1980-1989      106             0.534340        0.322738        0.484429
1980-1989      107             0.601695        0.685714        0.623295
1980-1989      108             0.574307        1.540541        0.726115
1980-1989      109             1.018182        0.000000        0.848485
1980-1989      110+            0.670588        0.774194        0.686567
1990-1999        0             0.005386        0.006601        0.006013
1990-1999        1             0.000532        0.000581        0.000557
1990-1999        2             0.000321        0.000377        0.000349
1990-1999        3             0.000246        0.000306        0.000277
1990-1999        4             0.000205        0.000266        0.000237
1990-1999        5             0.000185        0.000226        0.000206
1990-1999        6             0.000161        0.000236        0.000199
1990-1999        7             0.000146        0.000210        0.000179
1990-1999        8             0.000137        0.000196        0.000168
1990-1999        9             0.000142        0.000188        0.000165
1990-1999       10             0.000147        0.000188        0.000168
1990-1999       11             0.000132        0.000208        0.000171
1990-1999       12             0.000159        0.000193        0.000177
1990-1999       13             0.000162        0.000253        0.000208
1990-1999       14             0.000183        0.000314        0.000250
1990-1999       15             0.000226        0.000382        0.000306
1990-1999       16             0.000254        0.000567        0.000414
1990-1999       17             0.000269        0.000712        0.000495
1990-1999       18             0.000294        0.000837        0.000572
1990-1999       19             0.000309        0.000938        0.000631
1990-1999       20             0.000318        0.001022        0.000678
1990-1999       21             0.000311        0.001063        0.000695
1990-1999       22             0.000328        0.001121        0.000734
1990-1999       23             0.000352        0.001187        0.000778
1990-1999       24             0.000371        0.001208        0.000798
1990-1999       25             0.000408        0.001337        0.000882
1990-1999       26             0.000435        0.001389        0.000921
1990-1999       27             0.000481        0.001536        0.001017
1990-1999       28             0.000514        0.001619        0.001075
1990-1999       29             0.000580        0.001816        0.001206
1990-1999       30             0.000574        0.001921        0.001255
1990-1999       31             0.000616        0.001929        0.001279
1990-1999       32             0.000624        0.002007        0.001321
1990-1999       33             0.000677        0.002048        0.001367
1990-1999       34             0.000661        0.002046        0.001357
1990-1999       35             0.000714        0.002036        0.001377
1990-1999       36             0.000737        0.002030        0.001385
1990-1999       37             0.000737        0.002096        0.001418
1990-1999       38             0.000817        0.002099        0.001458
1990-1999       39             0.000872        0.002225        0.001549
1990-1999       40             0.000981        0.002316        0.001648
1990-1999       41             0.000991        0.002431        0.001711
1990-1999       42             0.001081        0.002541        0.001810
1990-1999       43             0.001212        0.002816        0.002012
1990-1999       44             0.001291        0.002966        0.002126
1990-1999       45             0.001367        0.003323        0.002341
1990-1999       46             0.001423        0.003571        0.002492
1990-1999       47             0.001628        0.003831        0.002723
1990-1999       48             0.001724        0.004155        0.002931
1990-1999       49             0.001846        0.004640        0.003231
1990-1999       50             0.002018        0.004931        0.003460
1990-1999       51             0.002174        0.005320        0.003728
1990-1999       52             0.002385        0.005811        0.004073
1990-1999       53             0.002592        0.006492        0.004508
1990-1999       54             0.002756        0.006982        0.004827
1990-1999       55             0.002969        0.007676        0.005269
1990-1999       56             0.003246        0.008400        0.005756
1990-1999       57             0.003559        0.009128        0.006263
1990-1999       58             0.003946        0.009974        0.006863
1990-1999       59             0.004230        0.010986        0.007488
1990-1999       60             0.004583        0.011941        0.008117
1990-1999       61             0.005018        0.012966        0.008822
1990-1999       62             0.005606        0.014126        0.009667
1990-1999       63             0.006136        0.015477        0.010571
1990-1999       64             0.006842        0.017060        0.011671
1990-1999       65             0.007547        0.018612        0.012743
1990-1999       66             0.008281        0.020381        0.013925
1990-1999       67             0.009150        0.022568        0.015360
1990-1999       68             0.010256        0.024648        0.016860
1990-1999       69             0.011904        0.027082        0.018801
1990-1999       70             0.013228        0.029767        0.020654
1990-1999       71             0.014998        0.032584        0.022785
1990-1999       72             0.016934        0.036143        0.025306
1990-1999       73             0.019321        0.040071        0.028209
1990-1999       74             0.021887        0.044275        0.031304
1990-1999       75             0.025076        0.048698        0.034823
1990-1999       76             0.028930        0.053996        0.039060
1990-1999       77             0.033144        0.060302        0.043884
1990-1999       78             0.038543        0.066163        0.049217
1990-1999       79             0.043952        0.073309        0.055038
1990-1999       80             0.050076        0.080842        0.061367
1990-1999       81             0.056418        0.089783        0.068440
1990-1999       82             0.064570        0.099299        0.076850
1990-1999       83             0.073971        0.108847        0.086048
1990-1999       84             0.084368        0.120384        0.096567
1990-1999       85             0.096069        0.132884        0.108254
1990-1999       86             0.108885        0.147057        0.121224
1990-1999       87             0.123245        0.163011        0.135786
1990-1999       88             0.138665        0.178962        0.151053
1990-1999       89             0.155952        0.198156        0.168581
1990-1999       90             0.175100        0.216275        0.187056
1990-1999       91             0.195377        0.235206        0.206636
1990-1999       92             0.214742        0.259853        0.227101
1990-1999       93             0.238564        0.276238        0.248597
1990-1999       94             0.265484        0.306996        0.276234
1990-1999       95             0.286293        0.334212        0.298362
1990-1999       96             0.309073        0.361314        0.321731
1990-1999       97             0.343350        0.387611        0.353719
1990-1999       98             0.369471        0.409447        0.378541
1990-1999       99             0.394062        0.430324        0.401941
1990-1999      100             0.435303        0.502292        0.449475
1990-1999      101             0.443110        0.509231        0.456409
1990-1999      102             0.469496        0.492747        0.473962
1990-1999      103             0.516860        0.558467        0.524793
1990-1999      104             0.484395        0.561859        0.499031
1990-1999      105             0.585160        0.594059        0.586807
1990-1999      106             0.482117        0.675497        0.517241
1990-1999      107             0.524675        0.712329        0.554585
1990-1999      108             0.631083        0.504202        0.611111
1990-1999      109             0.642857        0.727273        0.657754
1990-1999      110+            2.314286        2.285714        2.307692
2000-2009        0             0.003381        0.004085        0.003743
2000-2009        1             0.000322        0.000343        0.000333
2000-2009        2             0.000184        0.000230        0.000208
2000-2009        3             0.000136        0.000195        0.000166
2000-2009        4             0.000128        0.000150        0.000139
2000-2009        5             0.000108        0.000148        0.000129
2000-2009        6             0.000095        0.000135        0.000116
2000-2009        7             0.000097        0.000131        0.000114
2000-2009        8             0.000086        0.000136        0.000112
2000-2009        9             0.000090        0.000117        0.000104
2000-2009       10             0.000113        0.000128        0.000121
2000-2009       11             0.000091        0.000122        0.000107
2000-2009       12             0.000106        0.000152        0.000129
2000-2009       13             0.000119        0.000177        0.000149
2000-2009       14             0.000119        0.000225        0.000174
2000-2009       15             0.000173        0.000309        0.000243
2000-2009       16             0.000176        0.000422        0.000303
2000-2009       17             0.000215        0.000541        0.000383
2000-2009       18             0.000230        0.000617        0.000429
2000-2009       19             0.000234        0.000658        0.000451
2000-2009       20             0.000241        0.000708        0.000480
2000-2009       21             0.000228        0.000678        0.000458
2000-2009       22             0.000232        0.000702        0.000472
2000-2009       23             0.000217        0.000697        0.000463
2000-2009       24             0.000233        0.000696        0.000470
2000-2009       25             0.000240        0.000719        0.000485
2000-2009       26             0.000242        0.000720        0.000487
2000-2009       27             0.000256        0.000732        0.000500
2000-2009       28             0.000268        0.000753        0.000518
2000-2009       29             0.000282        0.000775        0.000536
2000-2009       30             0.000319        0.000813        0.000574
2000-2009       31             0.000331        0.000890        0.000619
2000-2009       32             0.000369        0.000920        0.000653
2000-2009       33             0.000409        0.000988        0.000707
2000-2009       34             0.000439        0.001081        0.000769
2000-2009       35             0.000482        0.001175        0.000837
2000-2009       36             0.000568        0.001263        0.000923
2000-2009       37             0.000609        0.001355        0.000989
2000-2009       38             0.000658        0.001518        0.001096
2000-2009       39             0.000735        0.001646        0.001198
2000-2009       40             0.000783        0.001798        0.001297
2000-2009       41             0.000901        0.001902        0.001407
2000-2009       42             0.000940        0.002092        0.001521
2000-2009       43             0.001015        0.002278        0.001651
2000-2009       44             0.001160        0.002488        0.001827
2000-2009       45             0.001255        0.002757        0.002008
2000-2009       46             0.001385        0.002928        0.002157
2000-2009       47             0.001491        0.003307        0.002399
2000-2009       48             0.001599        0.003584        0.002590
2000-2009       49             0.001723        0.003871        0.002794
2000-2009       50             0.001842        0.004349        0.003090
2000-2009       51             0.001974        0.004611        0.003284
2000-2009       52             0.002087        0.005115        0.003588
2000-2009       53             0.002294        0.005527        0.003894
2000-2009       54             0.002379        0.006166        0.004249
2000-2009       55             0.002587        0.006480        0.004504
2000-2009       56             0.002714        0.007117        0.004877
2000-2009       57             0.002950        0.007778        0.005316
2000-2009       58             0.003121        0.008402        0.005702
2000-2009       59             0.003437        0.009091        0.006192
2000-2009       60             0.003781        0.010080        0.006841
2000-2009       61             0.003993        0.010655        0.007217
2000-2009       62             0.004396        0.011602        0.007868
2000-2009       63             0.004798        0.012612        0.008546
2000-2009       64             0.005229        0.013856        0.009346
2000-2009       65             0.005848        0.015209        0.010294
2000-2009       66             0.006511        0.016481        0.011221
2000-2009       67             0.007251        0.018274        0.012425
2000-2009       68             0.008036        0.019690        0.013469
2000-2009       69             0.009145        0.021951        0.015069
2000-2009       70             0.010253        0.024046        0.016580
2000-2009       71             0.011487        0.026290        0.018218
2000-2009       72             0.013056        0.029214        0.020330
2000-2009       73             0.014684        0.032003        0.022401
2000-2009       74             0.017148        0.035571        0.025261
2000-2009       75             0.019409        0.039831        0.028279
2000-2009       76             0.022140        0.044132        0.031551
2000-2009       77             0.025563        0.049359        0.035580
2000-2009       78             0.029535        0.054909        0.040025
2000-2009       79             0.034080        0.061489        0.045187
2000-2009       80             0.039375        0.068475        0.050863
2000-2009       81             0.045357        0.076527        0.057324
2000-2009       82             0.052557        0.085767        0.064931
2000-2009       83             0.060787        0.095222        0.073223
2000-2009       84             0.070003        0.106036        0.082604
2000-2009       85             0.080746        0.118030        0.093353
2000-2009       86             0.093019        0.132632        0.105947
